Date,momentum_score_z_weight,liquidity_1m_z_weight,downside_risk_score_z_weight,volatility_score_z_weight
2016-04-30,0.06999999999999999,0.03,0.5256756756756757,0.37432432432432433
2016-05-31,0.06999999999999999,0.03,0.4351851851851853,0.46481481481481474
2016-06-30,0.06999999999999999,0.03,0.8500000000000001,0.05
2016-07-31,0.35,0.15,0.25,0.25
2016-08-31,0.35,0.15,0.25,0.25
2016-09-30,0.35,0.15,0.25,0.25
2016-10-31,0.35,0.15,0.25,0.25
2016-11-30,0.35,0.15,0.25,0.25
2016-12-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2017-01-31,0.35,0.15,0.25,0.25
2017-02-28,0.06999999999999999,0.8300000000000001,0.05,0.05
2017-03-31,0.35,0.15,0.25,0.25
2017-04-30,0.06999999999999999,0.03,0.05,0.8500000000000001
2017-05-31,0.06999999999999999,0.03,0.05,0.8500000000000001
2017-06-30,0.35,0.15,0.25,0.25
2017-07-31,0.35,0.15,0.25,0.25
2017-08-31,0.15000000000000036,0.03,0.05,0.7699999999999998
2017-09-30,0.06999999999999999,0.03,0.05,0.8500000000000001
2017-10-31,0.87,0.03,0.05,0.05
2017-11-30,0.06999999999999999,0.03,0.08720930232558148,0.8127906976744186
2017-12-31,0.06999999999999999,0.03,0.13000000000000003,0.7700000000000001
2018-01-31,0.4033333333333333,0.03,0.11666666666666668,0.45
2018-02-28,0.47220994475138117,0.03,0.15607734806629836,0.34171270718232044
2018-03-31,0.3734482758620689,0.06310344827586209,0.14379310344827587,0.41965517241379313
2018-04-30,0.35985507246376813,0.27347826086956506,0.05,0.31666666666666676
2018-05-31,0.3366666666666668,0.5633333333333332,0.05,0.05
2018-06-30,0.5748543689320387,0.17757281553398055,0.05,0.1975728155339807
2018-07-31,0.3871171171171171,0.04441441441441446,0.17972972972972978,0.3887387387387387
2018-08-31,0.34663551401869164,0.14962616822429908,0.06495327102803748,0.4387850467289719
2018-09-30,0.32407725321888414,0.03,0.25257510729613736,0.3933476394849786
2018-10-31,0.1407692307692308,0.03,0.37307692307692303,0.45615384615384613
2018-11-30,0.25000000000000006,0.03,0.30999999999999994,0.4100000000000001
2018-12-31,0.2586792452830189,0.03,0.33176100628930816,0.3795597484276729
2019-01-31,0.06999999999999999,0.03,0.36496062992125977,0.5350393700787403
2019-02-28,0.06999999999999999,0.03,0.2818840579710144,0.6181159420289857
2019-03-31,0.06999999999999999,0.03,0.05,0.8500000000000001
2019-04-30,0.35,0.15,0.25,0.25
2019-05-31,0.06999999999999999,0.03,0.3683673469387754,0.5316326530612246
2019-06-30,0.35,0.15,0.25,0.25
2019-07-31,0.87,0.03,0.05,0.05
2019-08-31,0.7925806451612906,0.03,0.12741935483870953,0.05
2019-09-30,0.06999999999999999,0.8300000000000001,0.05,0.05
2019-10-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2019-11-30,0.12245901639344305,0.777540983606557,0.05,0.05
2019-12-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2020-01-31,0.3014465408805032,0.5985534591194968,0.05,0.05
2020-02-29,0.4533333333333334,0.44666666666666666,0.05,0.05
2020-03-31,0.42175097276264595,0.33194552529182875,0.15272373540856032,0.09357976653696504
2020-04-30,0.42459459459459464,0.2245945945945946,0.21864864864864858,0.13216216216216223
2020-05-31,0.7923880597014926,0.10164179104477612,0.055970149253731366,0.05
2020-06-30,0.5499999999999999,0.03,0.21271186440677964,0.2072881355932204
2020-07-31,0.42047619047619056,0.03,0.270952380952381,0.27857142857142864
2020-08-31,0.5170588235294118,0.03,0.23235294117647054,0.2205882352941177
2020-09-30,0.47821114369501466,0.03,0.25410557184750726,0.23768328445747805
2020-10-31,0.45136986301369864,0.03,0.24287671232876712,0.2757534246575343
2020-11-30,0.4650000000000001,0.03,0.22499999999999998,0.28
2020-12-31,0.5198220640569395,0.03,0.18950177935943058,0.2606761565836299
2021-01-31,0.7161538461538463,0.03,0.07051282051282046,0.1833333333333334
2021-02-28,0.87,0.03,0.05,0.05
2021-03-31,0.87,0.03,0.05,0.05
2021-04-30,0.87,0.03,0.05,0.05
2021-05-31,0.8638461538461538,0.03615384615384623,0.05,0.05
2021-06-30,0.5648453608247422,0.3351546391752578,0.05,0.05
2021-07-31,0.3124242424242426,0.5875757575757574,0.05,0.05
2021-08-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2021-09-30,0.06999999999999999,0.8300000000000001,0.05,0.05
2021-10-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2021-11-30,0.06999999999999999,0.8300000000000001,0.05,0.05
2021-12-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2022-01-31,0.35,0.15,0.25,0.25
2022-02-28,0.06999999999999999,0.03,0.05,0.8500000000000001
2022-03-31,0.35,0.15,0.25,0.25
2022-04-30,0.06999999999999999,0.03,0.05,0.8500000000000001
2022-05-31,0.06999999999999999,0.03,0.16267605633802812,0.7373239436619718
2022-06-30,0.06999999999999999,0.03,0.36200000000000004,0.5379999999999999
2022-07-31,0.06999999999999999,0.03,0.05,0.8500000000000001
2022-08-31,0.11285714285714311,0.03,0.19285714285714284,0.6642857142857143
2022-09-30,0.06999999999999999,0.03,0.31902654867256636,0.5809734513274337
2022-10-31,0.06999999999999999,0.03,0.38768844221105525,0.5123115577889448
2022-11-30,0.06999999999999999,0.03,0.3950980392156862,0.5049019607843138
2022-12-31,0.21319066147859927,0.03,0.36439688715953306,0.39241245136186775
2023-01-31,0.30203463203463216,0.03,0.3409090909090909,0.32705627705627704
2023-02-28,0.32688073394495426,0.03,0.3509174311926605,0.2922018348623853
2023-03-31,0.20248407643312116,0.03,0.4117834394904458,0.3557324840764331
2023-04-30,0.06999999999999999,0.25956521739130434,0.39086956521739125,0.2795652173913044
2023-05-31,0.06999999999999999,0.16750000000000004,0.44999999999999984,0.3125000000000001
2023-06-30,0.06999999999999999,0.8300000000000001,0.05,0.05
2023-07-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2023-08-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2023-09-30,0.06999999999999999,0.8300000000000001,0.05,0.05
2023-10-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2023-11-30,0.06999999999999999,0.8300000000000001,0.05,0.05
2023-12-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2024-01-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2024-02-29,0.06999999999999999,0.8300000000000001,0.05,0.05
2024-03-31,0.06999999999999999,0.8300000000000001,0.05,0.05
2024-04-30,0.18304347826086964,0.7169565217391304,0.05,0.05
2024-05-31,0.07000000000000013,0.83,0.05,0.05
2024-06-30,0.06999999999999999,0.8300000000000001,0.05,0.05
2024-07-31,0.06999999999999999,0.6915384615384615,0.05,0.18846153846153857
2024-08-31,0.06999999999999999,0.0416788321167884,0.3302919708029196,0.5580291970802921
2024-09-30,0.06999999999999999,0.03,0.4292592592592592,0.47074074074074085
2024-10-31,0.06999999999999999,0.03,0.44402985074626855,0.4559701492537315
2024-11-30,0.06999999999999999,0.33588235294117663,0.30882352941176433,0.2852941176470591
2024-12-31,0.06999999999999999,0.8300000000000001,0.05,0.05
