Date,momentum_score_z_ic,liquidity_1m_z_ic,downside_risk_score_z_ic,volatility_score_z_ic
2013-05-31,0.13333333333333333,0.21666666666666667,0.8166666666666667,0.4666666666666666
2013-06-30,0.3666666666666667,0.13333333333333333,-0.48333333333333334,-0.6166666666666666
2013-07-31,-0.39999999999999997,-0.3666666666666667,-0.2833333333333333,0.21666666666666667
2013-08-31,0.7999999999999999,0.016666666666666666,-0.16666666666666669,-0.21666666666666667
2013-09-30,0.18333333333333335,-0.6166666666666666,0.6666666666666667,0.75
2013-10-31,0.26666666666666666,0.2333333333333333,0.43333333333333335,0.049999999999999996
2013-11-30,0.3666666666666667,0.0,-0.08333333333333334,-0.16666666666666669
2013-12-31,-0.13333333333333333,-0.25,-0.03333333333333333,-0.016666666666666666
2014-01-31,0.2833333333333333,-0.43333333333333335,-0.11666666666666665,-0.11666666666666665
2014-02-28,-0.5,0.13333333333333333,0.03333333333333333,0.19999999999999998
2014-03-31,-0.016666666666666666,-0.26666666666666666,0.25,0.39999999999999997
2014-04-30,-0.3666666666666667,-0.5833333333333334,-0.21666666666666667,-0.33333333333333337
2014-05-31,0.25,0.75,0.0,-0.08333333333333334
2014-06-30,-0.21666666666666667,-0.5166666666666667,-0.2333333333333333,-0.35
2014-07-31,-0.5499999999999999,-0.13333333333333333,-0.31666666666666665,-0.11666666666666665
2014-08-31,-0.06666666666666667,-0.31666666666666665,0.43333333333333335,0.5166666666666667
2014-09-30,0.06666666666666667,0.08333333333333334,-0.09999999999999999,-0.13333333333333333
2014-10-31,0.2333333333333333,-0.5499999999999999,0.7999999999999999,0.5166666666666667
2014-11-30,-0.38333333333333336,0.5333333333333333,-0.26666666666666666,0.049999999999999996
2014-12-31,0.7,-0.39999999999999997,0.08333333333333334,0.06666666666666667
2015-01-31,-0.5166666666666667,-0.09999999999999999,-0.38333333333333336,0.18333333333333335
2015-02-28,0.16666666666666669,0.5666666666666667,0.45,0.09999999999999999
2015-03-31,-0.5833333333333334,-0.03333333333333333,-0.5666666666666667,-0.45
2015-04-30,0.6166666666666666,0.06666666666666667,0.31666666666666665,0.2833333333333333
2015-05-31,0.5166666666666667,0.38333333333333336,0.7166666666666667,0.41666666666666663
2015-06-30,0.06666666666666667,-0.016666666666666666,0.31666666666666665,0.3
2015-07-31,-0.8166666666666667,0.049999999999999996,-0.5166666666666667,-0.5333333333333333
2015-08-31,0.6,-0.26666666666666666,0.5833333333333334,0.7166666666666667
2015-09-30,-0.7166666666666667,-0.06666666666666667,-0.7,-0.6666666666666667
2015-10-31,-0.25,0.11666666666666665,-0.41666666666666663,-0.41666666666666663
2015-11-30,0.06666666666666667,-0.2333333333333333,0.5499999999999999,0.6
2015-12-31,0.016666666666666666,-0.15,0.4666666666666666,0.41666666666666663
2016-01-31,0.26666666666666666,-0.7666666666666667,0.31666666666666665,0.38333333333333336
2016-02-29,-0.15,-0.049999999999999996,-0.41666666666666663,-0.5666666666666667
2016-03-31,-0.6666666666666667,0.38333333333333336,-0.8499999999999999,-0.6833333333333333
2016-04-30,-0.7166666666666667,0.016666666666666666,0.16666666666666669,0.26666666666666666
2016-05-31,0.39999999999999997,0.16666666666666669,0.5166666666666667,0.08333333333333334
2016-06-30,-0.7,-0.48333333333333334,-0.11666666666666665,0.016666666666666666
2016-07-31,-0.26666666666666666,0.16666666666666669,-0.7166666666666667,-0.8166666666666667
2016-08-31,0.31666666666666665,0.19999999999999998,-0.18333333333333335,-0.21666666666666667
2016-09-30,-0.25,0.3666666666666667,-0.11666666666666665,-0.15
2016-10-31,0.26666666666666666,0.19999999999999998,-0.5666666666666667,-0.19999999999999998
2016-11-30,-0.06666666666666667,0.45,-0.31666666666666665,-0.45
2016-12-31,-0.26666666666666666,-0.9666666666666667,0.31666666666666665,0.7
2017-01-31,-0.33333333333333337,0.31666666666666665,-0.2833333333333333,-0.33333333333333337
2017-02-28,-0.016666666666666666,-0.8833333333333333,0.45,0.41666666666666663
2017-03-31,0.5333333333333333,-0.65,0.7999999999999999,0.7166666666666667
2017-04-30,0.2833333333333333,-0.31666666666666665,0.16666666666666669,0.5166666666666667
2017-05-31,-0.7666666666666667,0.09999999999999999,-0.19999999999999998,-0.41666666666666663
2017-06-30,-0.33333333333333337,0.19999999999999998,-0.65,-0.4666666666666666
2017-07-31,0.6833333333333333,-0.08333333333333334,0.25,0.33333333333333337
2017-08-31,-0.13333333333333333,0.6,-0.7833333333333333,-0.6333333333333333
2017-09-30,0.6,-0.3,-0.3,-0.3666666666666667
2017-10-31,-0.6833333333333333,0.45,0.5833333333333334,0.6666666666666667
2017-11-30,-0.016666666666666666,-0.16666666666666669,-0.21666666666666667,0.06666666666666667
2017-12-31,0.7666666666666667,0.16666666666666669,0.3,0.19999999999999998
2018-01-31,0.6,0.5333333333333333,0.0,0.06666666666666667
2018-02-28,-0.6166666666666666,-0.43333333333333335,0.33333333333333337,0.43333333333333335
2018-03-31,0.03333333333333333,-0.39999999999999997,0.15,-0.016666666666666666
2018-04-30,0.35,0.3,-0.7,-0.6833333333333333
2018-05-31,-0.16666666666666669,-0.5499999999999999,0.8166666666666667,0.7166666666666667
2018-06-30,-0.6833333333333333,-0.08333333333333334,-0.13333333333333333,0.0
2018-07-31,0.5666666666666667,0.15,-0.016666666666666666,0.41666666666666663
2018-08-31,0.48333333333333334,-0.21666666666666667,0.16666666666666669,0.16666666666666669
2018-09-30,-0.25,-0.11666666666666665,0.4666666666666666,0.16666666666666669
2018-10-31,-0.016666666666666666,-0.016666666666666666,0.35,0.5666666666666667
2018-11-30,0.18333333333333335,-0.5499999999999999,0.13333333333333333,0.15
2018-12-31,-0.8333333333333333,-0.06666666666666667,-0.7333333333333334,-0.7
2019-01-31,-0.3,0.09999999999999999,-0.5,-0.39999999999999997
2019-02-28,0.33333333333333337,-0.2833333333333333,-0.16666666666666669,-0.19999999999999998
2019-03-31,0.2333333333333333,0.41666666666666663,-0.43333333333333335,-0.33333333333333337
2019-04-30,-0.25,0.31666666666666665,0.7,0.43333333333333335
2019-05-31,-0.4666666666666666,-0.19999999999999998,-0.7833333333333333,-0.7666666666666667
2019-06-30,0.8499999999999999,0.35,0.11666666666666665,0.03333333333333333
2019-07-31,0.5,0.19999999999999998,0.7333333333333334,0.7166666666666667
2019-08-31,-0.19999999999999998,0.3,-0.19999999999999998,-0.06666666666666667
2019-09-30,-0.11666666666666665,-0.03333333333333333,-0.13333333333333333,-0.15
2019-10-31,0.13333333333333333,0.39999999999999997,-0.6,-0.6
2019-11-30,-0.13333333333333333,0.016666666666666666,-0.31666666666666665,-0.43333333333333335
2019-12-31,0.18333333333333335,0.3,0.4666666666666666,0.43333333333333335
2020-01-31,0.4666666666666666,-0.11666666666666665,0.3666666666666667,0.38333333333333336
2020-02-29,0.6833333333333333,-0.33333333333333337,0.6333333333333333,0.5833333333333334
2020-03-31,-0.2833333333333333,-0.45,-0.33333333333333337,-0.25
2020-04-30,0.39999999999999997,-0.2333333333333333,0.06666666666666667,0.03333333333333333
2020-05-31,0.4666666666666666,-0.41666666666666663,0.19999999999999998,0.2833333333333333
2020-06-30,0.19999999999999998,-0.6166666666666666,0.5666666666666667,0.5666666666666667
2020-07-31,0.7333333333333334,-0.26666666666666666,0.31666666666666665,0.18333333333333335
2020-08-31,0.16666666666666669,-0.45,0.21666666666666667,0.3
2020-09-30,-0.11666666666666665,-0.38333333333333336,-0.11666666666666665,0.2333333333333333
2020-10-31,-0.13333333333333333,0.41666666666666663,-0.9,-0.7833333333333333
2020-11-30,-0.13333333333333333,0.6333333333333333,-0.6666666666666667,-0.7333333333333334
2020-12-31,-0.35,0.38333333333333336,-0.2833333333333333,-0.3666666666666667
2021-01-31,0.8499999999999999,0.6166666666666666,-0.7833333333333333,-0.8333333333333333
2021-02-28,-0.3666666666666667,-0.26666666666666666,0.6,0.43333333333333335
2021-03-31,0.11666666666666665,-0.11666666666666665,-0.2333333333333333,-0.2333333333333333
2021-04-30,0.7166666666666667,0.48333333333333334,-0.08333333333333334,-0.21666666666666667
2021-05-31,-0.6833333333333333,0.18333333333333335,-0.4666666666666666,-0.39999999999999997
2021-06-30,-0.4666666666666666,-0.4666666666666666,0.45,0.5666666666666667
2021-07-31,0.06666666666666667,0.11666666666666665,0.03333333333333333,-0.09999999999999999
2021-08-31,-0.16666666666666669,0.38333333333333336,-0.35,-0.18333333333333335
2021-09-30,0.19999999999999998,0.25,-0.75,-0.65
2021-10-31,-0.15,-0.6166666666666666,0.21666666666666667,0.25
2021-11-30,-0.6666666666666667,-0.6166666666666666,0.41666666666666663,0.7666666666666667
2021-12-31,-0.6,-0.11666666666666665,-0.25,-0.08333333333333334
2022-01-31,0.049999999999999996,-0.016666666666666666,0.03333333333333333,0.0
2022-02-28,0.21666666666666667,-0.39999999999999997,0.03333333333333333,0.06666666666666667
2022-03-31,0.9166666666666666,-0.43333333333333335,0.6333333333333333,0.65
2022-04-30,0.5333333333333333,0.43333333333333335,0.16666666666666669,0.13333333333333333
2022-05-31,-0.09999999999999999,-0.15,0.6666666666666667,0.6166666666666666
2022-06-30,-0.5499999999999999,0.13333333333333333,-0.9,-0.8333333333333333
2022-07-31,0.3666666666666667,0.18333333333333335,0.25,-0.016666666666666666
2022-08-31,-0.25,0.2333333333333333,0.11666666666666665,0.35
2022-09-30,0.09999999999999999,0.35,0.016666666666666666,0.016666666666666666
2022-10-31,-0.25,-0.5166666666666667,0.2833333333333333,0.26666666666666666
2022-11-30,0.33333333333333337,0.16666666666666669,0.6333333333333333,0.6666666666666667
2022-12-31,-0.25,-0.21666666666666667,-0.5333333333333333,-0.5833333333333334
2023-01-31,0.09999999999999999,0.0,0.0,-0.2333333333333333
2023-02-28,-0.5166666666666667,-0.3666666666666667,-0.15,-0.03333333333333333
2023-03-31,-0.6166666666666666,0.3,0.26666666666666666,0.19999999999999998
2023-04-30,0.25,0.06666666666666667,-0.11666666666666665,-0.06666666666666667
2023-05-31,-0.16666666666666669,-0.09999999999999999,-0.6166666666666666,-0.3666666666666667
2023-06-30,0.0,0.5499999999999999,-0.7666666666666667,-0.6166666666666666
2023-07-31,0.39999999999999997,0.7,-0.2333333333333333,-0.48333333333333334
2023-08-31,-0.21666666666666667,0.41666666666666663,-0.39999999999999997,0.06666666666666667
2023-09-30,-0.5,-0.16666666666666669,0.2333333333333333,0.2833333333333333
2023-10-31,0.25,-0.19999999999999998,-0.016666666666666666,-0.016666666666666666
2023-11-30,0.48333333333333334,-0.31666666666666665,0.15,0.39999999999999997
2023-12-31,0.19999999999999998,0.5666666666666667,0.6166666666666666,0.6
2024-01-31,0.3,-0.09999999999999999,-0.11666666666666665,-0.11666666666666665
2024-02-29,-0.5166666666666667,0.0,-0.3666666666666667,-0.35
2024-03-31,-0.26666666666666666,-0.09999999999999999,-0.38333333333333336,-0.09999999999999999
2024-04-30,0.03333333333333333,-0.2333333333333333,0.11666666666666665,-0.16666666666666669
2024-05-31,-0.75,0.18333333333333335,-0.049999999999999996,-0.06666666666666667
2024-06-30,-0.2333333333333333,-0.03333333333333333,0.18333333333333335,0.09999999999999999
2024-07-31,-0.08333333333333334,0.016666666666666666,0.8333333333333333,0.8166666666666667
2024-08-31,0.016666666666666666,-0.6666666666666667,-0.13333333333333333,-0.19999999999999998
2024-09-30,0.18333333333333335,0.6,-0.2833333333333333,-0.33333333333333337
2024-10-31,0.35,0.3,-0.38333333333333336,-0.41666666666666663
2024-11-30,0.41666666666666663,-0.11666666666666665,-0.03333333333333333,-0.2333333333333333
2024-12-31,,,,
